moving_x,moving_y,reference_x,reference_y
562.076,437.314,611.053,406.340
1235.978,246.041,1055.835,280.369
1235.841,270.835,1056.509,297.107
1233.823,223.380,1054.644,265.757
1233.517,116.033,1054.407,194.989
563.402,573.988,611.781,497.349
564.012,144.005,611.904,213.341
1231.971,263.046,1053.620,291.453
1231.971,263.046,1053.620,291.453
564.895,182.872,612.348,238.904
1225.200,261.232,1049.434,291.204
1223.320,367.450,1047.886,360.810
566.451,442.162,613.453,410.485
566.763,51.418,613.847,151.896
567.125,339.683,613.944,342.681
567.125,339.683,613.944,342.681
155.066,758.193,341.235,618.871
1216.474,119.786,1043.454,196.967
1216.145,211.764,1043.208,258.163
1216.034,134.617,1043.271,207.428
1209.752,525.291,1039.268,465.294
1209.616,317.014,1038.812,327.617
1206.294,96.585,1036.415,182.095
569.054,143.563,615.536,213.088
1204.614,258.552,1034.688,288.760
1202.939,127.278,1034.385,202.173
1202.923,112.835,1034.470,192.764
158.946,335.899,344.090,340.228
1198.981,38.630,1031.709,143.525
1198.927,291.836,1031.198,310.571
1198.221,27.577,1031.564,136.590
571.100,600.059,616.378,515.418
1197.688,397.811,1030.490,380.636
161.266,454.262,345.183,418.598
1196.768,407.913,1030.527,387.883
571.949,667.804,616.892,560.144
1195.064,410.201,1029.006,389.297
1194.929,387.684,1028.904,374.300
162.755,452.294,346.920,416.538
1194.153,15.153,1028.507,128.057
1193.677,252.918,1028.179,284.903
1193.605,377.471,1028.143,368.021
1193.427,368.969,1028.076,361.966
1192.194,143.900,1027.096,212.976
1191.870,640.766,1026.952,541.641
1191.348,391.956,1026.585,377.451
1191.297,300.715,1026.461,316.518
166.174,18.128,348.901,130.007
1190.709,286.266,1026.366,307.432
574.185,629.719,618.604,534.251
1189.826,115.017,1025.777,194.085
1189.826,115.017,1025.777,194.085
574.387,595.012,618.423,511.443
167.076,162.344,349.286,225.143
1189.249,403.553,1025.069,384.628
1188.949,336.361,1024.051,340.628
1188.765,232.168,1024.661,271.846
1188.249,15.498,1024.525,128.240
1187.917,640.833,1024.095,541.511
168.621,630.083,350.634,534.659
576.091,78.656,619.947,169.936
169.644,23.779,351.084,134.002
1185.654,393.212,1022.929,377.703
1185.590,373.741,1023.025,365.438
1185.590,373.741,1023.025,365.438
1185.471,270.237,1022.959,297.542
1185.151,117.550,1022.671,195.495
576.369,312.875,620.206,325.208
171.248,161.604,352.241,224.592
171.472,40.686,352.344,144.918
1183.107,11.911,1020.860,125.882
1181.723,277.669,1020.651,302.549
576.946,324.899,620.031,333.593
1180.511,56.829,1019.495,156.555
173.481,122.015,353.355,198.643
1179.202,149.720,1018.533,216.639
1178.784,22.598,1018.422,132.949
1178.439,367.695,1018.342,361.442
1178.427,194.860,1018.483,246.952
577.852,600.633,621.171,514.950
174.492,763.752,354.526,623.074
175.034,99.033,354.920,183.399
578.088,634.106,621.133,537.413
1177.324,109.076,1017.300,189.789
1177.222,776.589,1017.154,632.004
176.331,582.859,355.670,503.306
579.058,587.376,621.838,505.946
579.058,587.376,621.838,505.946
1174.264,294.222,1015.754,313.460
1174.264,294.222,1015.754,313.460
1173.367,151.718,1014.991,218.313
579.855,96.204,622.288,182.121
580.041,848.972,622.540,679.190
1169.401,717.873,1012.210,592.564
178.362,22.253,356.883,132.561
178.732,38.036,357.258,143.949
1169.084,37.453,1011.362,142.576
178.896,51.357,357.627,151.715
178.995,175.940,357.368,234.377
1168.649,365.696,1011.649,359.707
1168.223,154.953,1011.396,220.319
580.880,326.064,623.146,332.995
580.888,565.270,622.955,491.483
179.942,11.926,358.057,126.365
1165.804,98.430,1009.810,183.231
1165.010,106.912,1008.810,188.376
1164.025,220.222,1008.642,264.045
582.224,635.674,624.206,538.023
1161.963,155.172,1006.984,220.492
182.443,46.145,359.824,148.184
1161.767,192.033,1007.281,245.179
583.349,516.943,625.133,460.099
1160.572,30.593,1006.302,138.236
1160.475,16.410,1006.209,128.608
583.777,597.052,625.093,513.098
583.898,589.473,625.176,507.845
1160.260,684.446,1006.011,570.376
183.872,6.724,360.516,122.404
184.195,652.748,360.316,549.408
1160.191,114.525,1006.095,193.667
1160.173,122.116,1005.759,198.712
184.349,652.547,360.316,549.408
184.459,177.253,361.031,234.938
184.633,63.951,360.405,159.986
1159.732,269.817,1005.208,296.122
1159.671,95.921,1005.616,181.381
184.943,176.264,361.031,234.938
1159.295,660.677,1005.840,554.694
1159.121,161.253,1005.397,224.466
1157.960,245.081,1004.252,280.250
1157.511,207.640,1003.918,254.940
186.650,751.379,362.270,615.059
1157.150,19.691,1003.947,131.138
585.400,604.252,626.038,517.666
1155.488,685.134,1003.120,571.190
1155.488,685.134,1003.120,571.190
1154.886,708.930,1002.614,586.480
1154.714,664.110,1002.372,556.954
1154.658,305.711,1002.093,319.889
1154.658,305.711,1002.093,319.889
188.552,63.262,363.770,159.956
1153.568,138.065,1001.696,208.931
189.202,17.844,364.004,129.839
189.223,7.095,364.062,122.489
189.513,651.398,364.129,548.635
1152.696,101.529,1000.807,184.746
1152.155,443.328,1000.726,411.054
1152.059,76.734,1000.664,168.948
1150.606,421.400,999.644,396.917
191.147,751.219,365.280,614.966
1150.505,709.441,999.701,586.988
192.542,51.306,366.198,151.957
192.698,30.289,366.041,138.024
192.698,30.289,366.041,138.024
588.156,565.579,627.861,491.693
1148.923,433.568,998.538,404.324
1147.940,663.951,997.883,556.906
588.635,74.845,628.184,166.786
1146.395,271.415,996.954,297.747
1146.100,17.017,996.711,128.907
588.817,164.123,628.027,227.155
1146.068,37.566,996.728,142.651
194.610,433.927,367.634,404.970
194.712,36.779,367.504,142.434
1146.066,466.270,996.635,426.645
589.266,351.131,628.510,349.989
1145.829,448.454,996.312,414.017
1145.810,63.717,996.402,159.769
589.765,683.829,628.701,569.602
1144.360,218.827,995.683,262.618
195.540,647.057,367.860,545.125
1143.630,315.819,995.148,327.031
590.944,618.822,629.642,526.106
1142.648,732.356,994.686,602.796
1140.225,721.131,992.838,595.168
1140.081,194.063,992.670,246.128
1140.068,348.742,991.662,349.563
1139.357,74.436,992.202,167.251
1138.920,272.833,991.949,298.455
1138.242,467.635,991.395,426.896
198.222,542.214,369.985,475.780
1137.382,449.664,991.199,414.919
1137.352,199.805,990.636,249.945
1136.812,263.984,990.634,292.033
592.524,70.926,631.162,164.356
1136.263,282.471,990.332,305.313
1136.263,282.471,990.332,305.313
199.398,50.900,371.047,151.326
1135.799,101.755,989.561,184.967
592.868,164.837,630.914,227.336
1133.864,10.157,988.530,124.716
1133.471,230.870,988.441,271.226
1133.253,418.562,988.144,394.877
200.328,613.150,371.596,523.443
200.371,648.367,371.552,546.369
593.511,268.473,631.364,295.444
1131.869,16.406,986.334,127.436
1131.816,165.966,987.142,227.705
594.441,515.771,631.803,459.683
594.572,131.217,632.008,204.466
1131.107,258.693,986.712,289.115
594.853,563.582,632.467,490.125
1131.028,24.996,986.468,133.863
202.581,139.160,372.790,209.976
1130.810,121.745,986.432,198.768
1130.538,204.384,986.381,253.273
1130.299,295.587,986.223,313.301
595.086,122.258,632.401,199.237
1129.888,90.888,986.024,177.755
1129.751,690.853,985.952,574.703
203.174,594.114,373.156,510.931
1129.116,225.295,985.372,267.173
203.227,608.750,373.126,520.368
1128.744,459.508,985.296,421.536
1128.596,135.115,985.255,207.235
1128.508,73.469,984.957,166.194
1127.433,191.007,984.069,244.471
204.119,59.046,373.863,157.034
204.253,617.275,374.383,525.844
204.851,717.951,374.009,593.686
1124.907,299.674,982.764,316.462
1124.745,326.116,982.956,333.248
1124.460,104.980,982.581,187.469
1123.601,706.333,981.316,585.369
1122.857,216.419,981.109,261.099
205.795,500.617,375.215,448.583
1121.986,226.955,980.740,268.264
598.085,659.866,634.704,553.777
1120.026,104.788,979.558,187.430
207.238,609.168,376.218,520.642
1118.571,202.529,978.457,251.797
207.786,460.717,376.075,422.479
209.002,137.623,377.104,208.784
1116.603,429.820,977.174,401.898
209.086,121.930,377.196,198.486
1116.558,147.764,977.258,215.709
